rated,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_name
TRUE,19,resign,black,10+0,1365,1850,French Defense: Knight Variation
TRUE,30,resign,black,10+0,1861,1873,Sicilian Defense: Accelerated Dragon |  Maroczy Bind
TRUE,35,resign,white,20+10,1833,1873,Trompowsky Attack
FALSE,46,resign,black,10+5,1821,1873,French Defense: Tarrasch Variation
TRUE,35,mate,white,10+0,2004,1881,Sicilian Defense: French Variation |  Westerinen Attack
TRUE,32,mate,black,10+0,1895,1797,Petrov's Defense #2
TRUE,52,resign,black,10+0,1560,1892,Sicilian Defense: Bowdler Attack
TRUE,132,resign,black,10+0,1901,1993,Philidor Defense
TRUE,38,resign,black,10+0,1729,1894,Bird Opening: Dutch Variation
TRUE,86,mate,black,10+0,1613,1891,Sicilian Defense: Staunton-Cochrane Variation
TRUE,43,resign,white,10+15,1864,1892,Sicilian Defense: Kan Variation
TRUE,34,resign,black,10+15,1905,1851,French Defense: Advance Variation |  Paulsen Attack
TRUE,72,mate,black,10+0,1784,1897,Sicilian Defense: French Variation
TRUE,23,resign,white,10+0,1893,1624,Ruy Lopez: Bird Variation
TRUE,78,resign,black,10+0,1750,1885,Queen's Pawn Game: Chigorin Variation
TRUE,45,mate,white,10+0,1882,1602,Ruy Lopez: Steinitz Defense
TRUE,66,resign,black,20+5,1712,1875,Philidor Defense #3
TRUE,29,mate,white,6+3,1878,1887,Blackmar-Diemer Gambit: Euwe Defense
TRUE,154,outoftime,black,10+0,1895,1977,Sicilian Defense: Kalashnikov Variation
TRUE,80,resign,black,15+10,1672,1890,Benoni Defense
TRUE,121,resign,white,10+0,1881,1828,French Defense: Normal Variation
TRUE,140,draw,draw,10+0,1972,1878,Sicilian Defense: Kan Variation |  Maroczy Bind |  Reti Variation
TRUE,75,mate,white,10+0,1868,1824,French Defense: Normal Variation
TRUE,36,resign,white,10+15,1819,1881,Sicilian Defense: Classical Variation
TRUE,77,resign,white,5+15,1871,1841,King's Pawn Game: Busch-Gass Gambit
TRUE,33,resign,white,5+15,1828,1884,Sicilian Defense: McDonnell Attack
TRUE,56,resign,black,5+8,1727,1877,Queen's Pawn Game #3
TRUE,129,resign,black,45+15,1891,1814,Ruy Lopez: Closed
TRUE,53,resign,white,10+0,1650,1910,Sicilian Defense: French Variation
TRUE,22,resign,white,10+0,1968,1921,Sicilian Defense: Alapin Variation |  Barmen Defense
TRUE,51,resign,white,10+0,1907,1946,King's Indian Defense: Six Pawns Attack
TRUE,37,resign,white,10+0,1903,1648,Ruy Lopez: Vinogradov Variation
TRUE,30,resign,black,10+0,1725,1896,Sicilian Defense: Alapin Variation
TRUE,89,resign,white,10+0,1894,1506,Philidor Defense #3
TRUE,73,resign,white,10+0,1890,1617,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
TRUE,114,mate,black,10+10,1522,1727,Italian Game: Giuoco Piano |  Greco's Attack
TRUE,107,mate,white,10+10,1708,1528,Queen's Pawn Game: Franco-Sicilian Defense
TRUE,92,mate,black,10+5,1744,1770,Italian Game: Giuoco Pianissimo
TRUE,63,mate,white,10+5,1759,1790,Vienna Game: Anderssen Defense
TRUE,36,mate,black,15+20,1750,1741,Giuoco Piano
TRUE,55,resign,white,5+7,1686,1681,Italian Game: Anti-Fried Liver Defense
TRUE,85,mate,white,30+10,1840,1732,Bishop's Opening: Boi Variation
TRUE,118,resign,black,6+8,1713,1637,Queen's Pawn Game: Mason Attack
TRUE,55,mate,white,10+15,1791,1716,Queen's Pawn Game: Chigorin Variation
FALSE,135,draw,draw,15+5,1716,1763,Rat Defense: Small Center Defense
TRUE,78,mate,black,20+0,1804,1931,Sicilian Defense: Bowdler Attack
FALSE,40,resign,black,10+3,1850,1804,Ruy Lopez
FALSE,114,outoftime,draw,8+0,1804,1779,French Defense: Advance Variation #2
TRUE,68,mate,black,15+5,1701,1500,Three Knights Opening
TRUE,48,resign,black,30+0,1005,1140,Three Knights Opening #2
TRUE,29,resign,white,15+5,1148,1057,Queen's Pawn Game: Mason Attack
TRUE,14,resign,black,15+5,1142,1150,Ruy Lopez: Spanish Countergambit
TRUE,61,mate,white,10+0,1066,1326,Four Knights Game: Spanish Variation
TRUE,59,mate,white,10+0,1625,1384,Giuoco Piano
FALSE,9,resign,white,10+15,1805,1384,Philidor Defense #3
TRUE,80,mate,black,3+8,1500,1644,Van't Kruijs Opening
TRUE,81,resign,black,30+5,1687,1771,Queen's Pawn Game: Mason Attack
TRUE,103,resign,white,30+5,1678,1595,Queen's Pawn
TRUE,10,resign,black,20+0,2313,2168,Owen Defense
FALSE,32,resign,black,20+0,1855,2313,Giuoco Piano
TRUE,50,draw,draw,15+10,2353,2313,Dutch Defense: Queen's Knight Variation
TRUE,41,resign,white,10+10,2291,2144,Ruy Lopez: Berlin Defense |  Rio de Janeiro Variation
TRUE,39,resign,white,8+0,2272,2061,French Defense: Advance Variation |  Paulsen Attack
TRUE,50,resign,black,10+0,2344,2215,Giuoco Piano
TRUE,66,resign,black,25+25,2063,2183,Ruy Lopez: Berlin Defense #2
TRUE,66,resign,white,10+0,2109,2247,Caro-Kann Defense: Exchange Variation
TRUE,55,resign,white,8+0,2062,1978,Scotch Game: Classical Variation
TRUE,65,mate,white,10+0,1996,1957,Sicilian Defense: Kan Variation |  Knight Variation
TRUE,72,mate,black,10+0,1968,1882,Italian Game: Classical Variation |  Greco Gambit |  Main Line
TRUE,57,resign,white,20+0,1756,1771,Scotch Game: Benima Defense
TRUE,50,resign,black,20+0,1785,1432,Bishop's Opening: Ponziani Gambit
FALSE,57,resign,white,10+0,1432,1916,Philidor Defense #3
TRUE,21,resign,white,20+8,1870,1479,Ruy Lopez: Steinitz Defense
FALSE,48,mate,black,10+10,1859,1479,Ruy Lopez: Steinitz Defense
TRUE,49,mate,white,5+5,2108,1500,Dutch Defense: Raphael Variation
TRUE,68,mate,black,6+9,1299,1513,Hungarian Opening
FALSE,40,resign,black,8+5,1501,1513,Italian Game: Anti-Fried Liver Defense
FALSE,9,resign,black,8+5,1513,1501,Queen's Gambit Refused: Marshall Defense
FALSE,36,resign,black,180+0,1126,1513,King's Pawn Game: Wayward Queen Attack
TRUE,98,resign,black,20+0,1286,1502,Ruy Lopez: Morphy Defense |  Tarrasch Variation
TRUE,56,mate,black,5+5,1433,1481,Nimzo-Larsen Attack: Modern Variation #3
FALSE,128,draw,draw,10+0,1406,1481,Slav Defense: Three Knights Variation
TRUE,132,mate,black,8+5,1510,1461,Scandinavian Defense: Mieses-Kotroc Variation
TRUE,48,resign,black,20+0,1534,1581,Queen's Gambit Declined
TRUE,57,mate,white,20+0,1547,1564,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation
TRUE,75,resign,black,20+0,1602,1502,Van't Kruijs Opening
TRUE,99,resign,white,20+0,1444,1651,Italian Game: Two Knights Defense |  Modern Bishop's Opening
TRUE,59,resign,white,15+0,1627,1496,Philidor Defense #2
FALSE,56,outoftime,black,5+8,1267,1627,King's Pawn Game: Macleod Attack
TRUE,69,resign,white,15+0,1604,1446,King's Indian Defense: Makogonov Variation
TRUE,70,resign,black,15+0,1453,1576,Slav Defense
TRUE,77,mate,white,5+5,1740,1500,Caro-Kann Defense
TRUE,64,mate,black,15+0,1552,1625,Center Game: Paulsen Attack Variation
TRUE,70,mate,black,20+0,1810,1473,King's Pawn Game
TRUE,75,resign,white,7+5,1436,1484,Sicilian Defense: Classical Variation
TRUE,104,draw,draw,14+8,1638,1417,Queen's Pawn Game
TRUE,63,resign,white,10+0,2053,1914,King's Pawn Game: Gunderam Gambit
TRUE,67,resign,white,10+0,2021,1921,King's Pawn Game: Gunderam Gambit
TRUE,40,resign,black,10+0,1930,1979,King's Pawn Game: Macleod Attack
TRUE,80,resign,black,10+0,2000,1908,King's Indian Attack
TRUE,99,mate,white,10+0,1885,1607,Owen Defense
TRUE,120,mate,black,10+0,1776,1821,Old Benoni Defense
TRUE,9,draw,draw,10+5,1845,1750,Sicilian Defense: Modern Variations
TRUE,62,resign,black,6+4,1707,1734,Van't Kruijs Opening
TRUE,59,mate,white,10+0,1500,1603,Ruy Lopez: Berlin Defense #2
TRUE,57,resign,white,10+0,1185,1222,Van't Kruijs Opening
TRUE,72,mate,black,10+0,1230,1334,Philidor Defense: Exchange Variation #3
TRUE,115,mate,white,10+0,1262,1240,Elephant Gambit
TRUE,70,mate,black,10+0,1250,1286,Ruy Lopez: Cozio Defense
TRUE,29,resign,white,10+0,1133,1264,Elephant Gambit
TRUE,33,mate,white,10+0,1257,1141,Ruy Lopez: Berlin Defense #2
TRUE,17,mate,white,10+0,1279,1267,Italian Game: Two Knights Defense |  Fried Liver Attack
TRUE,19,resign,white,10+0,1315,1264,English Opening: King's English Variation |  Reversed Closed Sicilian
TRUE,100,outoftime,black,10+0,1277,1173,French Defense: Normal Variation
TRUE,27,mate,white,10+0,1332,1287,Italian Game: Giuoco Pianissimo |  Normal
TRUE,95,outoftime,draw,10+0,1291,1166,Nimzowitsch Defense: Williams Variation
TRUE,75,mate,white,10+0,1194,1308,Four Knights Game: Spanish Variation
TRUE,44,resign,black,10+0,1136,1301,Queen's Pawn Game #2
TRUE,87,mate,white,10+0,1291,1262,Philidor Defense #2
TRUE,29,outoftime,white,10+0,1286,1083,Russian Game: Three Knights Game
TRUE,75,outoftime,white,10+0,1278,1173,French Defense: Normal Variation
TRUE,52,mate,black,10+0,1175,1270,Queen's Pawn Game: Chigorin Variation
TRUE,40,resign,black,10+0,1173,1262,King's Pawn Game: Wayward Queen Attack
TRUE,73,mate,white,10+0,1329,1271,Scotch Game
TRUE,64,resign,black,10+0,1282,1285,Rat Defense: Small Center Defense
TRUE,52,resign,black,10+0,1235,1272,Van't Kruijs Opening
TRUE,26,resign,black,10+0,1284,1261,Four Knights Game: Scotch Variation Accepted
TRUE,13,resign,white,10+0,1279,1036,Elephant Gambit
TRUE,104,resign,black,10+0,1239,1269,King's Pawn Game: Wayward Queen Attack
TRUE,55,mate,white,10+0,1152,1284,Queen's Gambit Declined
TRUE,57,mate,white,10+0,1277,1122,King's Gambit
TRUE,97,outoftime,white,10+0,1264,1327,Ruy Lopez: Closed Variations |  Morphy Attack
TRUE,17,mate,white,10+0,1442,1270,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation
TRUE,23,mate,white,10+0,1260,1233,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense
FALSE,54,resign,white,10+2,1767,1260,Sicilian Defense: Delayed Alapin
TRUE,72,mate,black,10+0,1268,1392,Ruy Lopez: Steinitz Defense
TRUE,34,resign,black,10+0,1259,1417,Ruy Lopez: Morphy Defense |  Caro Variation
TRUE,56,mate,black,15+0,1263,1587,Sicilian Defense: Accelerated Dragon
TRUE,84,resign,black,5+5,1342,1248,Queen's Pawn Game: Chigorin Variation
TRUE,29,mate,white,10+0,1783,1249,Ruy Lopez: Exchange Variation |  Lutikov Variation
TRUE,19,resign,black,10+0,1257,1380,Philidor Defense #2
TRUE,144,mate,black,10+0,1265,1366,Sicilian Defense: Canal Attack |  Main Line
FALSE,110,resign,black,10+0,1016,1262,Nimzo-Larsen Attack: Modern Variation
TRUE,47,mate,white,10+0,1247,1380,Scotch Game: Classical Variation
FALSE,37,resign,white,10+0,1662,1501,Ruy Lopez: Bird Variation
FALSE,60,draw,draw,10+0,1542,1501,English Opening: Four Knights System |  Nimzowitsch Variation
FALSE,54,mate,black,10+0,1199,1501,Queen's Pawn Game: Anti-Torre
FALSE,137,mate,white,10+0,1501,1199,Italian Game: Anti-Fried Liver Defense
FALSE,81,mate,white,10+0,1199,1501,Queen's Pawn Game: Anti-Torre
FALSE,83,outoftime,white,10+0,1501,1500,King's Pawn Game: McConnell Defense
FALSE,53,resign,white,10+0,1597,1501,Queen's Gambit Accepted: Old Variation
FALSE,65,resign,white,10+0,1501,1619,Ruy Lopez: Steinitz Defense
FALSE,8,resign,black,10+0,1567,1501,Giuoco Piano
FALSE,55,mate,white,10+0,1585,1501,Ruy Lopez: Steinitz Defense
FALSE,67,mate,white,10+0,1501,1590,King's Pawn Game: Busch-Gass Gambit
FALSE,26,resign,black,10+0,1501,1640,Italian Game: Giuoco Pianissimo |  Normal
FALSE,33,resign,white,10+0,1702,1501,Scotch Game: Scotch Gambit |  Sarratt Variation
FALSE,73,mate,white,10+0,1514,1501,Queen's Pawn Game: Mason Attack
FALSE,27,resign,black,10+0,1501,1500,Philidor Defense #3
FALSE,50,resign,black,10+0,1501,1511,Philidor Defense #3
FALSE,74,mate,black,10+0,1500,1501,Three Knights Opening: Schlechter Variation
FALSE,130,draw,draw,10+0,1501,1760,French Defense: Knight Variation
FALSE,14,resign,black,10+0,1501,1787,French Defense: Advance Variation #2
FALSE,51,outoftime,white,10+0,1694,1501,Queen's Pawn Game: Mason Attack
FALSE,24,resign,black,10+0,1501,1503,Pirc Defense #4
FALSE,94,resign,black,10+0,1694,1501,Queen's Pawn Game: Mason Attack
FALSE,24,resign,black,10+0,1501,1606,Ruy Lopez: Exchange Variation
FALSE,57,resign,white,10+0,1500,1501,Hungarian Opening
FALSE,19,resign,white,10+0,1500,1501,Queen's Pawn Game: Anti-Torre
FALSE,47,resign,white,10+0,1787,1501,Scotch Game
FALSE,30,resign,black,10+0,1501,1646,French Defense: Advance Variation #3
FALSE,17,resign,white,10+0,1707,1501,Zukertort Opening: Old Indian Attack
FALSE,18,resign,black,10+0,1501,1500,Four Knights Game: Spanish Variation
FALSE,24,resign,white,10+0,1645,1501,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
FALSE,7,outoftime,white,10+0,1501,1797,Three Knights Opening #2
FALSE,27,resign,white,10+0,1501,1501,Bishop's Opening
FALSE,50,resign,black,10+0,1501,1626,Sicilian Defense: Old Sicilian
FALSE,20,resign,black,10+0,1501,1759,French Defense: Knight Variation
FALSE,85,resign,white,10+0,1500,1501,Four Knights Game: Italian Variation
FALSE,87,resign,white,10+0,1501,1500,Philidor Defense #2
FALSE,45,mate,white,10+0,1501,1513,Three Knights Opening
FALSE,63,resign,white,10+0,1501,1509,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation
FALSE,38,resign,black,10+0,1500,1501,Giuoco Piano
FALSE,39,resign,white,10+0,1585,1501,Queen's Gambit Accepted: Old Variation
FALSE,8,resign,black,10+0,1501,1609,Latvian Gambit Accepted
FALSE,90,resign,black,10+0,1501,1500,Philidor Defense #3
FALSE,94,resign,white,10+0,1501,1500,Russian Game: Damiano Variation |  Kholmov Gambit
FALSE,29,resign,white,10+0,1598,1501,Bishop's Opening: Berlin Defense
FALSE,98,resign,black,15+15,1104,910,King's Indian Defense
FALSE,74,mate,black,15+15,1104,1207,English Opening: Anglo-Scandinavian Defense
FALSE,37,resign,white,15+15,1104,1343,English Opening: King's English Variation
FALSE,74,mate,black,15+15,1104,1500,English Opening: King's English Variation |  Two Knights Variation
FALSE,6,resign,white,15+15,1104,1228,English Opening: King's English Variation
FALSE,94,mate,black,15+15,1104,1419,Modern Defense
FALSE,29,resign,white,15+15,1104,1069,English Opening: King's English Variation
FALSE,68,mate,black,15+15,1104,1300,King's Pawn Game: Dresden Opening
FALSE,50,resign,white,15+15,1104,1500,English Opening: Great Snake Variation
FALSE,38,mate,black,15+15,1104,1248,English Opening
FALSE,28,mate,black,15+15,1104,1226,English Opening: Anglo-Lithuanian Variation
FALSE,82,resign,white,15+15,1104,1139,English Defense
FALSE,18,resign,white,15+15,1104,1337,English Opening: Anglo-Scandinavian Defense
FALSE,63,mate,white,15+15,1104,1017,Indian Game: Seirawan Attack
FALSE,58,mate,black,15+15,1104,1290,Queen's Pawn Game
FALSE,44,resign,black,15+15,1273,1104,Italian Game
FALSE,35,mate,white,15+5,1500,1104,Philidor Defense
FALSE,87,mate,white,15+5,1481,1104,Philidor Defense
FALSE,64,outoftime,black,15+5,1104,1500,Queen's Pawn Game: Zukertort Variation
FALSE,36,mate,black,15+5,1500,1104,King's Pawn Game: Leonardis Variation
FALSE,29,mate,white,15+5,1356,1104,Italian Game: Two Knights Defense |  Modern Bishop's Opening
FALSE,93,resign,white,15+5,1024,1104,Bishop's Opening: Berlin Defense
FALSE,57,mate,white,15+5,1336,1104,Queen's Pawn Game
FALSE,53,mate,white,15+5,1500,1104,Mieses Opening
FALSE,42,mate,black,15+5,1104,1430,Indian Game
FALSE,51,mate,white,15+5,1430,1104,Ruy Lopez: Morphy Defense |  Tarrasch Variation
FALSE,77,mate,white,15+5,1408,1104,Philidor Defense #3
FALSE,21,mate,white,15+5,1408,1104,Italian Game: Two Knights Defense |  Knight Attack
FALSE,43,outoftime,white,15+5,1499,1104,Bishop's Opening
FALSE,81,outoftime,white,15+5,1412,1104,Italian Game
FALSE,94,mate,black,180+0,1072,1231,Scandinavian Defense: Mieses-Kotroc Variation
TRUE,92,mate,black,15+15,1245,1264,Sicilian Defense: Smith-Morra Gambit #2
TRUE,29,mate,white,15+15,1233,1174,Vienna Game
TRUE,78,mate,black,15+15,1251,1177,Sicilian Defense: Smith-Morra Gambit #2
TRUE,124,draw,draw,15+15,1174,1254,Trompowsky Attack
TRUE,59,mate,white,15+15,1225,1252,Four Knights Game: Spanish Variation |  Classical Variation
TRUE,11,mate,white,15+15,1216,1041,Russian Game: Damiano Variation
TRUE,66,mate,black,15+15,1007,1208,Scandinavian Defense: Mieses-Kotroc Variation
TRUE,58,mate,black,15+15,1226,1198,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
TRUE,41,mate,white,15+15,1277,1241,Scandinavian Defense
TRUE,49,resign,white,15+15,1233,1013,French Defense: Normal Variation
TRUE,45,resign,white,15+15,1225,1014,Zukertort Opening: Tennison Gambit
TRUE,110,mate,black,15+15,1026,1215,Scandinavian Defense: Main Line
TRUE,52,draw,draw,15+0,1339,1339,French Defense: Queen's Knight
FALSE,17,resign,white,15+0,1390,1339,Queen's Pawn Game #2
FALSE,98,resign,black,10+0,1339,1243,Elephant Gambit
TRUE,68,mate,black,10+1,1327,1327,Van't Kruijs Opening
FALSE,52,resign,black,10+0,1327,1490,Four Knights Game: Italian Variation
FALSE,29,resign,white,10+0,1444,1327,Queen's Pawn Game: Levitsky Attack
FALSE,39,resign,white,10+0,1327,1391,Sicilian Defense: Closed Variation |  Traditional
FALSE,7,resign,white,10+0,1500,1327,Sicilian Defense: Nimzowitsch Variation |  Advance Variation
FALSE,32,resign,black,10+0,1500,1327,Benoni Defense: Benoni Gambit Accepted
TRUE,97,mate,white,10+0,1313,1360,Four Knights Game: Italian Variation
FALSE,14,resign,white,10+0,1500,1313,Old Benoni Defense
FALSE,26,resign,white,10+0,958,1313,Sicilian Defense: Open #2
FALSE,38,resign,black,10+0,1313,1500,Bishop's Opening
FALSE,11,resign,white,10+0,1223,1313,Grob Opening
FALSE,84,resign,white,10+0,1291,1313,Sicilian Defense: Old Sicilian
FALSE,9,mate,white,10+0,1313,1500,Russian Game: Damiano Variation
FALSE,9,mate,white,10+0,1500,1313,Sicilian Defense: Closed Variation |  Traditional
FALSE,33,resign,white,10+0,1313,1239,Scandinavian Defense: Modern Variation #2
FALSE,56,resign,black,10+0,1313,1500,French Defense: Queen's Knight
FALSE,17,mate,white,10+0,1428,1313,Sicilian Defense: Old Sicilian
FALSE,73,outoftime,white,10+0,1313,1078,Philidor Defense #2
FALSE,35,mate,white,10+0,1307,1313,Sicilian Defense: Old Sicilian
FALSE,30,resign,black,10+0,1313,1500,Sicilian Defense
FALSE,27,mate,white,10+0,1313,1399,Four Knights Game
FALSE,77,mate,white,10+0,1412,1313,Sicilian Defense: Old Sicilian
TRUE,31,resign,white,30+0,1563,1318,Sicilian Defense: Franco-Sicilian Variation
TRUE,30,mate,black,9+0,1327,1420,Sicilian Defense: Bowdler Attack
TRUE,87,mate,white,9+0,1412,1337,English Opening: Anglo-Scandinavian Defense
FALSE,43,resign,white,10+10,1337,1382,Sicilian Defense: Hyperaccelerated Dragon
FALSE,60,resign,black,10+10,1382,1337,Sicilian Defense: French Variation
FALSE,36,mate,black,10+10,1337,1382,Sicilian Defense
TRUE,77,mate,white,15+15,1516,1345,Giuoco Piano
FALSE,56,resign,black,8+8,1418,2003,Scandinavian Defense: Modern Variation #2
FALSE,44,resign,black,8+8,2003,1418,Vienna Game: Max Lange Defense
FALSE,31,resign,white,8+8,1418,2003,Caro-Kann Defense: Panov Attack
TRUE,54,resign,black,10+0,1787,1749,Philidor Defense #4
TRUE,40,resign,black,10+0,1802,1691,French Defense: Knight Variation
TRUE,18,resign,white,10+0,1799,1408,Caro-Kann Defense: Two Knights Attack
TRUE,137,mate,white,10+0,2019,1805,French Defense: Tarrasch Variation |  Closed Variation
TRUE,38,mate,black,10+0,1812,1949,Italian Game: Scotch Gambit |  Anderssen Attack
TRUE,73,mate,white,10+0,1757,1825,Queen's Gambit Refused: Chigorin Defense |  Lazard Gambit
TRUE,141,mate,white,10+0,2150,1829,French Defense: King's Indian Attack
TRUE,124,resign,black,10+0,1766,1819,French Defense: Tarrasch Variation |  Closed Variation
TRUE,76,mate,black,10+0,1827,1933,Sicilian Defense: Bowdler Attack
TRUE,50,resign,black,10+0,1834,1994,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense
TRUE,48,mate,black,10+0,1590,1829,French Defense: Advance Variation
TRUE,76,mate,black,10+0,1844,1731,Italian Game: Scotch Gambit |  Janowski Defense
TRUE,55,resign,white,10+0,1723,1859,French Defense #2
TRUE,67,resign,white,10+0,1853,1675,Italian Game: Anti-Fried Liver Defense
TRUE,110,draw,draw,10+0,1859,1674,Italian Game: Two Knights Defense |  Max Lange Attack
TRUE,98,mate,black,10+0,1834,1848,Queen's Pawn Game: Levitsky Attack
TRUE,48,resign,black,10+0,1804,1837,French Defense: Knight Variation
TRUE,86,resign,black,10+0,1850,1811,Italian Game: Deutz Gambit
TRUE,47,resign,white,10+0,1834,1856,French Defense: Knight Variation
TRUE,104,mate,black,10+0,1526,1830,French Defense: Advance Variation
TRUE,168,mate,black,10+0,1843,1818,Queen's Pawn Game: Levitsky Attack
TRUE,154,outoftime,black,10+0,1844,1713,Sicilian Defense: Open #3
TRUE,90,draw,draw,10+0,1845,1844,English Opening: Agincourt Defense
TRUE,73,mate,white,10+0,1728,1859,Nimzo-Larsen Attack
TRUE,26,resign,black,10+0,1865,2076,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation
TRUE,79,mate,white,10+0,2096,1870,French Defense: Steiner Variation
TRUE,71,mate,white,10+0,1860,1800,Sicilian Defense: Kalashnikov Variation
TRUE,102,mate,black,10+0,1610,1856,French Defense: Wing Gambit
TRUE,75,outoftime,white,10+0,1846,1778,Sicilian Defense: Najdorf |  Lipnitsky Attack
TRUE,77,draw,draw,10+0,1936,1843,French Defense: Advance Variation |  Milner-Barry Gambit
TRUE,23,resign,white,10+0,1842,1300,Italian Game: Deutz Gambit
TRUE,34,mate,black,10+0,1862,1556,Italian Game: Schilling-Kostic Gambit
TRUE,78,mate,black,10+0,1865,1850,French Defense: Tarrasch Variation |  Closed Variation #2
TRUE,69,resign,black,10+0,1785,1840,Englund Gambit
TRUE,74,resign,black,10+0,1771,1831,Englund Gambit
TRUE,56,mate,black,10+0,1844,1793,Italian Game: Anti-Fried Liver Defense
TRUE,78,resign,black,10+0,1848,2098,Sicilian Defense: Lasker-Pelikan Variation
TRUE,74,outoftime,black,10+0,1789,1838,French Defense: Schlechter Variation
TRUE,27,resign,white,10+0,1820,2095,Rat Defense: Accelerated Gurgenidze
TRUE,60,mate,black,10+0,1891,1805,French Defense: Advance Variation
TRUE,79,resign,white,10+0,1785,2116,Rat Defense: Accelerated Gurgenidze
TRUE,49,resign,white,10+0,1769,1926,Italian Game: Deutz Gambit
TRUE,40,resign,white,10+0,1967,1775,French Defense: Schlechter Variation
TRUE,56,outoftime,black,10+0,1711,1766,Bird Opening
TRUE,41,mate,white,10+0,1754,1768,Sicilian Defense: Kalashnikov Variation
TRUE,51,resign,white,10+0,1756,1765,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch
TRUE,60,resign,black,10+0,1778,1757,French Defense: Knight Variation
FALSE,113,mate,white,5+10,1225,1086,Philidor Defense #2
TRUE,30,draw,draw,20+0,1211,1226,Italian Game: Two Knights Defense
TRUE,50,resign,black,20+0,1243,1200,King's Pawn Game: Gunderam Gambit
TRUE,114,mate,black,10+1,1256,1298,Four Knights Game: Halloween Gambit
TRUE,42,resign,black,10+1,1312,1237,Giuoco Piano
FALSE,54,mate,black,25+0,1245,1237,Petrov's Defense
FALSE,108,resign,white,15+0,1335,1237,Ruy Lopez: Morphy Defense |  Tarrasch Variation
FALSE,55,resign,white,15+0,1237,1335,Mikenas Defense
FALSE,79,mate,white,15+0,1335,1237,Russian Game: Three Knights Game
FALSE,44,resign,black,5+8,1237,1326,Blackmar-Diemer Gambit: Zeller Defense
TRUE,66,mate,black,15+0,1253,1262,Three Knights Opening #2
TRUE,51,resign,white,15+0,1227,1303,Blackmar-Diemer Gambit: Ryder Gambit
TRUE,53,resign,white,15+0,1214,1115,Blackmar-Diemer Gambit: Zeller Defense
TRUE,53,outoftime,white,7+3,1197,1190,Caro-Kann Defense
TRUE,60,mate,black,5+5,1176,1658,Queen's Pawn Game: Chigorin Variation
TRUE,17,resign,black,5+5,1678,1017,Philidor Defense #3
FALSE,124,resign,white,5+5,2186,1017,Philidor Defense
FALSE,125,mate,white,10+0,1108,1017,Philidor Defense
FALSE,39,resign,white,10+0,2008,1017,Philidor Defense: Exchange Variation #2
FALSE,42,mate,black,15+4,1362,2089,Trompowsky Attack
FALSE,38,resign,black,5+5,1362,1657,Trompowsky Attack: Classical Defense |  Big Center Variation
FALSE,30,resign,white,5+5,1657,1362,Sicilian Defense: Alapin Variation
TRUE,4,resign,white,6+4,1804,1372,King's Knight Opening: Normal Variation
TRUE,50,mate,black,10+0,1453,1466,French Defense: Advance Variation |  Euwe Variation
TRUE,53,resign,white,10+0,1414,1182,Ruy Lopez: Alapin Defense
TRUE,59,mate,white,10+0,1171,1432,English Opening: King's English Variation |  Four Knights Variation |  Fianchetto Line
FALSE,23,draw,draw,10+0,1697,1171,Italian Game
TRUE,117,draw,draw,10+0,1705,1628,Philidor Defense #3
TRUE,88,resign,black,10+0,1567,1698,French Defense: Winawer Variation |  Fingerslip Variation
FALSE,39,mate,white,10+5,1401,1467,English Opening: King's English Variation
FALSE,29,draw,draw,10+5,1401,1588,Zukertort Opening: Kingside Fianchetto
FALSE,29,resign,black,10+5,1588,1401,Scotch Game: Vitzthum Attack
FALSE,68,mate,black,10+10,1401,2252,King's Indian Attack: Yugoslav Variation
TRUE,62,mate,black,15+15,1413,1401,Zukertort Opening: Pirc Invitation
TRUE,58,mate,black,15+15,1539,1397,Indian Game: Tartakower Attack
TRUE,115,mate,white,15+15,1445,1407,King's Indian Defense: 3.Nc3
TRUE,52,resign,white,15+15,1394,1659,King's Indian Attack
TRUE,57,resign,white,15+15,1383,1384,Zukertort Opening: Queenside Fianchetto Variation
TRUE,105,outoftime,white,10+0,1397,1394,King's Indian Defense
TRUE,56,resign,black,10+0,1405,1402,Zukertort Opening: Pirc Invitation
TRUE,53,resign,white,10+0,1430,1416,Bishop's Opening: Philidor Counterattack
TRUE,91,mate,white,10+0,1467,1426,Sicilian Defense #2
FALSE,39,mate,white,45+0,1426,1500,Sicilian Defense #2
FALSE,64,resign,black,45+0,1500,1426,Sicilian Defense: Bowdler Attack
FALSE,50,resign,white,20+0,1426,1207,King's Indian Attack: Sicilian Variation
FALSE,27,resign,black,20+0,1549,1426,Sicilian Defense
TRUE,56,resign,black,30+0,1464,1413,Hungarian Opening
FALSE,39,mate,white,20+0,1413,1500,King's Pawn Game: Leonardis Variation
FALSE,62,mate,black,20+0,1500,1413,Pirc Defense
