Symbol,S1.WT.1,S5.WT.2,S2.BlimpKO.1,S6.BlimpKO.2,S3.TbetKO.1,S7.TbetKO.2,S4.DKO.1,S8.DKO.2
Gzmc,0.347786454,0.994394693,-0.593687485,-2.520117302,1.95035404,1.111905156,-1.322329792,-0.332363379
Gzmb,9.747748407,9.655957207,8.089632275,7.952531451,9.25764108,9.487901052,6.547614286,5.864023315
Rnf17,-3.155555119,-2.138288425,-3.95106341,-4.9826349,-4.383527981,-4.189003171,-2.524090675,-3.280189782
Cenpj,2.480605906,2.08627127,1.980423592,2.110585229,2.759405143,2.221304903,1.757246559,1.584557271
Parp4,4.898852038,4.909784264,4.670638961,4.848566204,4.816803528,4.912464954,4.803836117,4.653897686
Mphosph8,3.962646903,3.807341966,3.818496553,3.776024228,3.884508139,3.689217974,3.891083845,3.687346409
Gm16973,2.380229783,2.007099409,2.129071871,2.125453852,2.197122545,1.419831389,2.134908855,1.29474738
Pspc1,3.934072343,3.888916345,4.192943734,3.979568729,4.017986565,3.729082452,4.219239298,4.235701639
Zmym5,3.653672508,3.429978035,3.622197199,3.611435839,3.730431039,3.50769184,3.852433458,3.522409107
2410022M11Rik,2.400911486,2.310321634,2.459172167,2.062263498,2.485870651,2.985231308,2.358091189,2.871525938
Zmym2,4.190254997,4.168838574,4.028544463,4.18263233,4.274039415,4.090706039,4.200323098,3.935137896
Gjb2,-3.34154881,-3.415570411,-5.395943155,-4.372158949,-1.47709525,-1.614803508,-1.700930096,-3.899096522
Cryl1,1.974616169,2.137355041,2.372942496,2.506140113,2.350432985,2.465737619,2.409909403,2.613410577
Ift88,-0.274031999,-0.381190039,0.090343429,0.145297941,-0.000768853,-0.242041481,0.173844737,0.411265694
N6amt2,4.465226309,4.562049944,4.310251542,4.390782372,4.485216846,4.11372619,4.280538359,4.457675543
Xpo4,3.254262244,3.236903437,3.051809322,3.234297099,3.359509619,3.251818906,3.246384078,3.089350882
Lats2,4.195393363,4.273438817,3.577010072,3.850217276,4.010009283,4.306867158,3.398583825,3.545210812
Sap18,3.230826313,3.177866717,2.921796689,2.844998821,2.668831637,2.949102885,2.536545044,2.734430349
Ska3,1.699886802,1.514025142,2.143552945,1.865453067,1.829787566,1.675995734,1.967167524,2.01327584
Mrpl57,4.220767166,4.298466121,4.217660896,3.926188024,4.007346891,4.065033585,3.89348721,4.140789058
Zdhhc20,5.878410246,5.829259916,5.790988454,5.773423599,5.788516107,5.652230024,5.647671767,5.527252572
Micu2,5.9152133,5.963298458,6.047215696,5.8734514,5.619123875,5.914820093,5.961759083,6.076211162
Rcbtb1,4.528493006,4.48727465,4.669869758,4.805449599,4.528493006,4.505187502,4.568559321,4.525755597
Gm6904,2.948017402,2.942319644,2.611496538,2.506990284,2.587590943,2.588279253,2.605547341,2.328895822
Phf11a,4.343453656,4.133660298,3.77551628,4.030304413,4.35952756,4.469766143,3.729834649,3.42077993
Phf11b,6.319016692,6.386857764,6.384047868,6.390792673,6.545099761,6.673468514,6.459283925,6.324222085
Phf11d,0.050188029,-0.492295346,-0.211768954,0.228240293,0.337852515,-0.500596369,0.459228391,-0.049779839
Phf11c,4.437826379,4.462620026,4.984962414,4.818920131,4.770806732,4.730964214,5.046490994,4.575140791
Setdb2,3.790822001,3.652128495,3.496102705,3.609019221,4.046844213,3.741744516,3.702348644,3.345478935
Cab39l,4.406592223,4.438619676,4.493198727,4.529967952,4.265698122,4.495526481,4.439759109,4.565086005
Cdadc1,2.908905978,2.654732389,2.574402321,2.544291158,3.005013707,2.786261839,2.654732389,2.191078216
Atp8a2,-1.83648535,-1.792886208,-2.573857649,-1.933508862,-1.792886208,-0.387488221,-3.016801786,-2.667389861
Nupl1,4.553904458,4.496847326,4.542893409,4.570830521,4.568872123,4.418176369,4.461916267,4.38492029
Mtmr6,5.194650121,5.202450075,5.214195603,5.01025917,5.049299939,5.08106237,5.136905618,5.122672947
Spata13,6.475177508,6.421545663,6.043914898,6.149400475,5.21425825,5.826300682,5.189308385,5.219148232
Mipep,2.18133127,2.239829828,2.332107274,2.504590316,1.983499559,2.298524051,2.287024887,2.552146078
Sacs,2.532193361,2.38411628,2.195317584,2.352109417,2.313824678,1.945828608,2.055028957,1.521331405
Arl11,0.96524643,0.775109118,0.14979044,0.465478302,0.131217904,1.148436678,-0.075984292,-0.159254491
Ebpl,3.536088071,3.687534893,3.311405484,3.190287219,2.924597838,3.316418698,2.931629127,3.438120311
Kpna3,4.130331883,4.211045497,4.229493689,4.404323953,4.344622629,4.327453299,4.301977227,4.433149633
Spryd7,3.087920395,3.139261072,2.780313759,2.731108059,2.996409336,3.028250656,2.660854033,2.808794472
Trim13,2.724808534,2.828962522,2.208297918,1.95842095,1.467361497,1.961167409,1.43341359,1.143740666
Dleu2,2.986843717,2.9968055,2.241401401,2.449484059,2.318898498,2.131603967,1.923117181,1.652673231
Kcnrg,-0.260340679,-0.314419442,-1.308912704,-3.023553018,-1.783378102,-1.111964257,-2.008556671,-0.925263747
Gm20034,1.639012504,1.601581018,2.128150502,1.558559916,1.710921586,0.122910335,1.786710653,1.009152134
Mir16-1,2.291488306,0.121783108,2.799429003,2.504006458,1.87396957,1.87396957,2.128056476,1.839574117
Dleu7,-1.046094961,-1.199319324,-2.2385852,-1.548731249,-1.323552681,-0.762960695,-4.544100342,-3.500258052
Rnaseh2b,4.216358601,4.469214207,4.648250077,4.59456397,4.437996273,4.499212778,4.162476473,4.579980312
Serpine3,0.471313164,0.004074806,0.004074806,-2.637619864,0.563475173,0.071513713,-0.151290158,0.117119105
Ints6,3.436777201,3.402156421,3.478786088,3.66696324,3.642388052,3.362276183,3.535441257,3.509039235
Wdfy2,2.292371667,2.302378513,3.106642469,2.827120415,2.373639949,2.596733702,3.059323268,2.721461297
Ctsb,6.089342515,6.400551238,6.320128645,6.295084518,6.124248619,6.225790202,6.361049171,6.420504909
Fdft1,1.759762408,1.962605226,1.832278733,1.757522915,1.65408423,1.69495975,1.358681905,1.900349609
Neil2,1.036633541,0.458098826,1.198467657,0.633913731,0.817604689,-0.377590768,1.321291592,0.804578357
Blk,1.674914503,1.325621678,3.176841707,3.537753891,4.470654539,3.638114298,4.397062743,3.304772844
Fam167a,-2.714862848,-2.992320568,-0.973841488,-0.479879221,-0.230513475,-0.513051697,-0.019146336,-0.723953126
Mtmr9,4.594114915,4.614791348,4.417610904,4.556771567,4.377461503,4.556934414,4.380116913,4.222130543
Xkr6,-2.734401394,-3.168683187,-3.168683187,-3.493825584,-1.97088854,-1.803677351,-0.495871523,-0.935401112
Pinx1,3.184459175,3.215144805,3.290744552,3.095876507,3.156061209,2.983849605,3.169902202,3.368343452
Msra,2.874381705,3.16030897,2.985260559,3.229840817,2.895665225,3.283413446,2.871707213,3.282833585
Kif13b,4.032129355,3.861237864,3.944858936,3.702664718,3.9280581,3.869499127,4.450179949,4.058192692
NA,2.929361455,2.914873472,2.779673387,3.054386285,3.030913119,2.849293991,2.981849259,2.680140198
Hmbox1,3.039196319,2.869803904,2.803885509,3.057097348,3.045648756,2.933437321,2.985915299,2.200966992
Ints9,4.16368232,4.282660962,4.198759938,4.228427606,3.950638414,4.162024373,4.140031525,4.162475593
Extl3,3.91061279,4.040825843,3.832679183,3.993759388,3.694233922,3.953479886,3.684169559,3.686267517
Zfp395,2.422591228,2.562294134,2.585707897,2.756456781,3.168261,3.095080462,2.733470782,2.805381546
Elp3,4.143759418,4.318186982,4.475078228,4.61757527,4.288372326,4.319330644,4.348690397,4.594785576
Pbk,0.993840961,1.226893669,1.6889276,1.391069463,1.035231183,1.060119834,1.234901084,1.172542061
Esco2,1.679144988,1.633978683,1.942577595,1.336718902,1.691934336,1.374839612,1.581905775,1.801607628
Ccdc25,4.49476908,4.564036189,4.443541496,4.431817161,4.236941529,4.37728458,4.182330976,4.279388486
Ptk2b,6.491454672,6.512170662,6.264398035,6.315166612,6.345597288,6.420545168,6.077730961,5.959910162
Gm4583,-1.850304366,-2.425045311,-4.011491675,-3.321637725,-3.348910246,-5.712034767,-3.415559745,-6.286880804
Trim35,4.916926967,5.028022103,5.297940468,5.303802128,4.829487625,5.050891419,5.262664691,5.347988645
Dpysl2,3.781246356,3.995532539,3.316913113,3.460369125,3.476141168,3.647787699,3.443887565,3.316994127
Bnip3l,5.434464891,5.398413385,5.282703722,5.262461607,5.214637799,5.313653408,5.263585178,5.362266685
Ppp2r2a,4.826235805,4.944468446,4.90201938,5.039740129,5.049157086,5.052575548,4.869076729,4.979242166
Cdca2,2.178648481,2.149996313,2.18979386,1.934926068,1.863674996,1.795963636,2.122157711,2.251915701
Kctd9,3.675456054,3.491707823,3.567887417,3.399659753,3.707306151,3.623519648,3.629383226,3.587024926
Gnrh1,1.343555621,0.954926227,1.014629785,0.886034045,1.813787403,0.886034045,1.303842979,0.412650535
Dock5,5.314235137,5.232882631,4.30538788,4.16457877,3.446361075,3.969959404,3.001276226,2.834257492
Slc25a37,3.914257439,3.679347684,4.213239531,3.836271963,4.248209617,3.649883278,4.33590881,3.597762402
Entpd4,4.12879559,4.048666429,4.227342028,4.179836655,4.268221585,3.962115954,4.145140189,3.985989663
Gm16867,0.299093958,0.339270953,0.373978646,0.501437068,0.084218252,-1.36221095,0.015964365,-0.129916942
Loxl2,-0.32599314,-0.942014342,-0.889067263,-0.964350626,-0.902952296,-1.568740628,-0.906231239,-1.5140704
R3hcc1,3.726685391,3.72568364,3.730911302,3.636580338,3.286414185,3.881882165,3.643058385,4.012383976
Chmp7,4.51720022,4.357599567,4.315413967,4.368477581,4.214327764,4.293030343,4.300421693,4.271214251
Tnfrsf10b,-0.436446288,0.193259776,-0.3043993,0.177756083,0.131073256,-0.04056103,-0.419102645,0.695377014
Rhobtb2,3.319255686,3.499050935,3.384869177,3.713835122,3.81977568,3.807679818,3.543250768,3.557686981
Egr3,2.146820024,2.5654676,2.863314127,2.798463483,3.990800262,3.841769982,3.972407867,3.594684795
Bin3,4.854082944,4.916521223,4.781782854,4.768840963,4.568192253,4.952425138,4.670315687,4.980996339
Ccar2,4.984196515,4.776630906,5.06654323,4.905397266,4.806292544,4.862935787,5.064400302,4.94334082
9930012K11Rik,2.771133541,2.641150409,1.815975606,1.480445709,1.768799258,1.649761348,1.407453142,0.918560895
Pdlim2,5.803384597,5.892550713,5.792515505,5.787718067,5.510015011,5.948053297,5.57754168,5.777657503
Sorbs3,0.275939622,-0.350073669,-1.020748613,-2.155160569,-0.936141183,-1.051439722,-1.087060111,-0.84633449
Ppp3cc,6.382630779,6.308930531,5.98678374,5.865703469,6.265410023,6.391505568,5.890760335,5.959099396
Slc39a14,2.971144133,3.016393635,2.917669412,2.916841351,3.437362082,3.633628179,3.289700332,3.479591207
Piwil2,-2.929105118,-2.859652806,-2.535148993,-4.18227371,-1.012816077,-1.599937852,-1.960408048,-2.067924202
Polr3d,2.965118907,3.029632101,3.014019414,3.029632101,3.128164009,2.943469211,3.066878475,3.005589126
Phyhip,-1.854129233,-2.482611897,-2.171940965,-6.134803845,-3.032403837,-3.629881449,-3.066799291,-2.395925662
Bmp1,-3.751171638,-3.733563821,-2.680329312,-2.014889703,-4.174617486,-4.305235073,-2.109922289,-1.926421521
Reep4,4.952603472,4.926713202,4.974630517,4.927168349,4.954996386,4.742443696,4.834082378,4.848251157
Nudt18,2.902193955,2.93153215,2.688180121,2.750275621,2.441959962,3.104784866,2.763360354,2.91447177
Fam160b2,4.008325826,3.804028884,3.741531029,3.604708617,3.853216867,3.699987145,3.945218533,3.662483124
Dmtn,0.130615452,0.310628871,1.426495562,0.544630723,0.258194904,-0.328595143,0.571047945,0.579955142
Xpo7,3.201935383,3.159126591,3.197814769,3.040692487,2.979426186,2.92721387,3.061398094,2.997466335
Dok2,6.746599912,6.563809953,6.159092615,5.783068908,5.644871739,5.780777354,5.500870858,5.520843804
Gfra2,-2.165987024,-2.954015413,-3.378657081,-2.577330967,-3.811121652,-4.461453678,-2.577330967,-3.378657081
Fndc3a,3.498233238,3.331871936,3.520786831,3.458484528,3.767282425,3.653899853,3.851898141,3.597762407
Gm9199,3.473392473,3.193468884,3.071421681,2.795085285,3.016420437,3.257450862,3.103649766,2.986395127
Cysltr2,3.765314433,3.557193985,3.395915404,3.395189424,4.035126606,3.955286563,3.837126377,3.252361983
Rcbtb2,4.042208419,4.107066529,3.554692806,3.559147351,3.796789572,3.701794837,3.636091819,3.707560221
Rb1,4.217248084,4.274897209,4.150650343,4.020842081,3.954422493,3.978249372,4.194178364,4.158427482
Lpar6,4.312034588,3.917860861,3.457032714,3.148748826,4.811231343,3.901653893,4.709082116,3.936614684
Itm2b,8.881076411,8.916108325,8.855127817,8.704907632,8.708763364,8.762981142,8.693750666,8.875054207
Gm20290,0.611133636,0.3822413,0.144911805,-0.555687239,0.305880126,-0.247578443,-0.115030613,-0.941362915
Med4,3.952766594,3.778454932,3.749633273,3.688740015,3.44481177,3.795772198,3.423060796,3.618258413
Nudt15,0.019288103,0.643701368,0.458460502,0.39369409,0.28630561,0.370046781,0.092655141,0.285178501
Sucla2,4.824270637,4.953888051,4.762387933,4.752598526,4.628830149,4.690164993,4.575531667,4.810644387
Esd,4.536562793,4.712894347,4.531252734,4.397080077,4.363126926,4.464968161,4.325682167,4.630786996
Lrch1,3.941836772,3.801106244,3.915431715,3.908682568,3.882230073,4.040583214,4.177305406,4.085574159
5031414D18Rik,1.575806358,1.416450242,1.943269733,2.509581672,3.136618955,2.575150543,2.952575228,2.516152143
NA,-2.422855893,-2.139721626,-3.809870941,-1.229042909,-3.343010917,-2.706532742,-2.733032113,-3.271442376
Lcp1,8.306768057,8.471420709,8.439917006,8.458579089,8.401254789,8.458579089,8.529045277,8.559570868
Zc3h13,4.251171216,4.213401597,4.052336265,4.118724453,4.195006582,4.25381178,4.08166165,4.136935972
Cog3,4.180808258,4.062725012,4.393033329,4.182356081,4.022815529,3.851996114,4.13430936,3.880136563
Slc25a30,4.602719285,4.725754677,4.42334568,4.509162461,4.371315,4.578425047,3.993873597,4.154886046
Gm4285,1.986281041,2.198062774,1.88225852,1.751313881,1.687434147,2.367386398,1.600173396,1.863084815
Tpt1,6.865898936,6.958637973,6.635573951,6.838788285,6.390879085,7.312344526,6.222317582,6.764542546
Snora31,2.525928484,2.722936162,2.466236332,2.704887424,1.996019674,2.546269671,2.366886297,2.242251635
Gtf2f2,4.464750471,4.632448129,4.622620822,4.481278746,4.265963776,4.408078462,4.407847445,4.504851549
Gpalpp1,4.066110646,4.013270258,4.127474364,4.018908112,3.934351369,4.097647577,4.037681574,4.006775625
Nufip1,2.450892267,2.512224095,2.568586768,2.776517645,2.519362183,2.532349115,2.476249344,2.64640703
Tsc22d1,1.018376538,0.754858463,1.247851898,1.498980558,2.197542122,1.5618935,2.402084493,2.470201106
Gm19597,-1.6077642,-1.760988564,-2.036887142,-0.930084053,-1.382076743,-1.213808075,0.082848777,-1.406132246
Serp2,3.501775238,3.557436844,3.543548263,3.267659564,3.024136719,3.604594881,3.133776786,3.418817405
Lacc1,0.746174138,0.587422024,0.772548189,0.62206412,1.06337133,0.441571356,1.349938024,1.411395459
Ccdc122,-0.294122964,-1.021791851,0.714397745,0.483590914,0.175552416,-0.643035243,0.786063175,0.787257463
Gm10132,6.574273022,6.825036066,6.776895783,6.96628178,6.618853411,7.059578526,6.557720517,7.004591233
Dnajc15,8.278181564,8.377395124,8.155497811,7.816808144,7.75699047,7.958146352,7.529469323,7.927815872
Epsti1,8.293907487,8.289260717,7.85414953,7.772631662,7.813448543,7.976593704,7.33067459,7.316442251
Tnfsf11,-1.414193053,-1.309001229,1.408522403,1.151310303,2.257968986,1.928437184,3.677002846,3.454963407
Akap11,2.898428911,2.947152529,2.946384719,3.093040139,3.044944984,2.868864389,3.135021916,2.940957146
Dgkh,3.630000885,3.20871891,2.192904975,2.401740653,3.506396265,3.345394118,2.335425772,1.894879907
Vwa8,2.202145295,2.181148514,2.446415775,2.399778347,2.268733801,2.231110375,2.660747743,2.589057949
Rgcc,3.386796844,3.559614422,4.68891257,4.063968164,4.097055365,3.760910976,5.440131086,5.548764471
Naa16,3.278094236,2.990275027,3.059096697,2.857763025,3.085618943,2.900477794,3.20604035,3.075824702
Mtrf1,1.647111344,1.651615743,1.413389901,1.109323083,1.237366636,1.085743281,1.42907025,1.170708684
Kbtbd7,2.131361059,1.933453728,1.557063709,2.027498252,2.295297951,2.103014814,1.870817437,1.586590034
Kbtbd6,-0.22785039,-1.228332914,-1.054027993,-1.725006655,-1.487501847,-1.436068403,-2.101508011,-1.228332914
Wbp4,4.044970074,3.965006331,4.111470427,4.025895146,4.127354952,3.984249707,4.112428694,4.139951774
Elf1,6.404306281,6.413356022,6.418798285,6.528479069,6.670713618,6.598847974,6.588566086,6.519442705
Sugt1,5.787617971,6.028260001,6.027684066,5.781429578,5.874226402,5.925241212,5.92450717,6.109635915
Olfm4,-3.383543768,-1.876105503,-1.149189015,-0.862422212,-0.925354169,-3.383543768,-2.733211742,-0.485015778
Diap3,1.947064093,2.111195572,2.465291491,2.371917646,1.847615462,2.233586664,2.266374088,2.472016975
Tdrd3,2.591838951,2.716901783,2.613597026,2.764676226,2.299984906,2.383564781,2.715119537,2.634819179
Rps3a2,8.674471275,8.916321875,9.131224739,9.160339303,8.83270482,9.033577969,9.065274037,9.285337237
Gm5088,3.965394097,4.033631301,4.56133295,4.419445648,4.361578591,4.366082008,4.809380046,4.978127837
Dach1,-5.05527899,-3.171156279,-3.776140362,-1.893869882,-2.156751,-1.240010494,-3.263569819,-1.614099482
Mzt1,4.852870176,4.744586136,4.955526576,4.683594283,4.862274814,4.892153111,5.229864662,5.232317104
Bora,2.56810991,2.616051111,2.967820827,2.833416666,3.029555339,2.262851179,3.111229597,3.180193434
Dis3,2.73168392,2.682003368,2.941862519,3.042246841,2.887315252,2.917709287,2.957217,2.941494116
Pibf1,1.333838886,1.168456619,0.978778519,0.858334473,1.287116988,1.031923286,1.213553017,1.213553017
Klf12,-1.562753817,-1.914693636,-2.760098084,-2.975095269,-2.292873293,-2.168301579,-3.046781084,-3.046781084
Tbc1d4,0.892695694,0.804007392,2.301134914,2.829434326,2.204725537,1.9900971,3.137963155,3.135885588
Gm19422,-2.712637419,-3.955587721,-1.507813076,-0.583898728,-1.728741517,-1.934087786,-0.724837764,-1.03338414
Commd6,5.238095236,5.333913269,5.272606163,4.801135394,4.789686802,5.127774098,4.821461812,4.951421352
Uchl3,3.529440913,3.693122195,3.486062166,3.434111504,3.629570944,3.168978745,3.321112508,3.316974125
Lmo7,-4.000464287,-3.947301057,-2.002895267,-1.342916951,-1.083703732,-2.334639941,-1.010228622,-1.332045413
Kctd12,2.827951933,2.966421633,3.09758379,3.791251679,4.409555175,3.794582364,4.037672999,3.759602566
Irg1,-5.502343877,-1.096722596,-2.762546942,-1.14315758,-0.880276462,-1.42368186,-2.163380682,-0.51295592
Cln5,4.270093307,4.187575637,4.165081345,4.053307111,4.124434937,4.199322778,4.06260329,4.156512129
Fbxl3,4.767214823,4.628385793,4.773307025,4.767017697,4.86152083,4.565832742,4.82673215,4.546116079
Mycbp2,4.690989982,4.413684894,4.748217542,4.821045778,5.180984685,4.619576991,5.354425901,4.733950804
Scel,-1.565048321,-1.848772343,-3.000936914,-3.162883493,-2.772637278,-2.708914312,-4.280075542,-2.526405318
Slain1,5.126823411,5.361547834,5.280163085,5.348585265,5.116868217,5.289725385,5.087619658,5.328912866
Pou4f1,-0.533025204,-0.788358625,-0.155544465,0.229952305,-0.642590863,-0.58372446,-0.817858544,-0.462162885
Rnf219,2.82893007,2.827066653,2.604923492,2.634073482,2.358775709,2.932394382,2.503552118,2.760524911
Gm17066,2.898691405,2.657466642,2.9101534,3.054543901,3.252350516,2.411844582,3.369202797,2.725587066
Rbm26,4.009461519,3.764934339,4.067297554,4.032635963,4.394823959,3.732301448,4.345391835,3.977152728
Ndfip2,5.450043977,5.492686958,5.387965257,5.072082838,5.109968514,5.115544159,4.910888915,4.926593687
Spry2,2.93240782,2.628976225,3.5815825,3.364829036,1.862337642,1.978492714,3.384467561,2.389044795
Mir17hg,1.110382311,0.670583028,0.780284294,0.486913435,1.312299253,0.34341841,0.611121338,-0.296570454
Tgds,3.718931668,3.663758137,3.52190682,3.468289722,3.400874846,3.286799763,3.317000324,3.184637786
Gpr180,3.284310862,3.10840065,3.249289868,3.149640417,3.049524299,3.027721557,3.114872241,3.125813657
Abcc4,3.38821179,3.440920903,3.816530896,3.57510022,3.390152542,3.472699147,3.927520605,3.746873685
Cldn10,-1.474744652,-1.694477241,-0.455316056,0.264697002,0.343841562,-0.312161747,0.640846761,0.356884707
Dzip1,2.219617903,2.188765259,2.351693966,2.499545842,2.093996914,2.190180056,2.380157462,2.280098571
Dnajc3,5.772133863,5.744792135,5.669661839,5.680371541,5.90087458,5.667766675,5.715325559,5.720596802
Gm19888,-2.408951412,-2.276678208,-2.335438065,-2.19643326,-2.183772843,-2.189991973,-3.098805362,-2.372500967
Uggt2,-3.336044599,-3.13903692,-3.838680887,-4.853677234,-4.256199623,-3.619721448,-3.932602907,-2.755387963
Mbnl2,3.885154947,3.890466453,4.047422803,4.031113254,4.188847849,3.952134517,3.920582484,3.79986391
Rap2a,4.755588553,4.68596727,4.598226829,4.408340365,3.109350706,3.751857959,3.532767018,3.509225982
Ipo5,4.039159555,4.177787925,4.36694056,4.540536567,4.118872874,4.185073358,4.21893287,4.41584561
Farp1,2.796083797,2.945398855,3.199574752,3.038853144,2.884748374,3.33222608,3.282669212,3.33507526
B930095G15Rik,0.928197002,0.961265109,1.146821834,0.847106057,0.719502681,0.736557301,1.253706701,1.384154897
Stk24,7.661175007,7.786332802,7.593821983,7.475372791,7.876640513,7.90657077,7.716168708,7.656202632
Slc15a1,-5.773438829,-6.29798848,-5.773438829,-3.528602041,-5.773438829,-5.168466779,-2.70455639,-2.559110297
Dock9,3.112370919,2.857025791,3.059478097,2.981892727,2.532904951,2.549817704,2.731324329,2.451457825
Ubac2,5.818701681,5.831964404,5.98158377,5.863558556,5.478372483,5.785388601,5.722432503,5.865641519
Gpr18,5.674489874,5.737282476,5.782717944,6.028066406,5.423721748,5.510712976,5.66925382,5.861102667
Gpr183,4.479693661,4.649487329,4.927618715,5.286677016,4.729147783,4.748952872,4.798758362,5.026392902
A330035P11Rik,-1.189544204,-1.09087777,-0.721489226,-2.050984804,-1.210145076,-1.298613258,-1.163710092,-1.964052867
Tm9sf2,6.370090467,6.379223031,6.124972647,6.201438709,6.28679285,6.446988893,6.044907607,6.238643631
Clybl,2.616056196,2.728420199,2.870296266,3.207919357,2.064654531,2.363804569,1.886596327,2.509761936
Pcca,2.815878069,3.140558884,2.943298858,3.112446216,2.807427621,3.095710341,3.124331614,3.301202974
Ggact,4.028932677,4.055362317,4.269025408,4.252772955,3.816505863,3.947023858,3.897794673,4.332613742
4930594M22Rik,-1.356867637,-3.008401459,-2.371219524,-1.284679666,-2.252805192,-2.631717013,-2.195358383,-3.764254066
Tmtc4,2.478867701,2.531370062,1.876680062,1.844078418,2.29368276,2.261962341,1.60228125,1.546730203
Sepp1,4.526871832,4.513681734,3.806742233,4.379880427,4.940898451,4.769557234,3.907396878,4.148671524
Fbxo4,2.891910816,2.959246795,2.949699938,2.832197088,2.751653128,3.076898402,2.818590748,3.104537121
AW549877,4.145196256,3.681523466,3.990960906,3.975827618,4.429877476,3.68622693,4.492184577,3.807728783
Oxct1,4.356705193,4.605919191,4.554757478,4.569023935,4.61741907,4.664718612,4.779647611,4.906588685
Card6,4.998916616,4.808117264,4.540525023,4.909995771,4.856043752,5.07726638,4.41011706,4.386318764
Rpl37,3.844808535,4.041703038,3.899229475,3.962042856,3.695093881,4.142885501,3.299428,3.963381838
Snord72,4.39508988,3.415781698,3.68451239,3.820348935,4.414837086,2.506237786,3.415781698,2.471842332
Prkaa1,4.433071439,4.472819797,4.261636795,4.447663982,4.307549135,4.333488946,4.157520072,4.228728261
Ttc33,4.672798273,4.700956823,4.469546098,4.718425943,4.212132313,4.589259449,4.435676642,4.596461379
Ptger4,4.503453809,4.410283044,3.869392889,3.788645554,4.081971005,4.297852768,3.519552386,3.392981572
Dab2,-2.585705056,-2.997048999,-2.229787,-1.781567921,-2.122545346,-2.166144488,-1.845359066,-1.98264372
Fyb,6.935255032,6.973155035,6.828794298,7.006065225,6.984408383,6.999897307,6.904638996,6.902295541
Rictor,4.338945142,4.016315617,3.983792989,4.137452971,4.201329856,3.993621503,4.130987887,3.855029229
Lifr,-0.704692588,-0.445925593,-1.299870396,-0.246018485,0.619738895,0.210716312,0.223496733,-0.345790856
Wdr70,2.691164787,2.946818865,2.791276794,2.769316813,2.473894766,2.509376661,2.45817948,2.556543007
Nup155,2.932331332,2.806659038,2.810415458,2.819842791,2.959048834,2.819767588,3.012449824,2.903198179
2410089E03Rik,2.399452777,2.085115117,2.457966915,2.270894318,2.395112845,2.057460886,2.752599854,2.435815129
Nipbl,5.068148968,4.908349793,4.909045991,5.03540048,5.135519104,4.875973635,5.180339739,4.879886659
Ranbp3l,-2.182193783,-2.077001959,-4.767328134,-2.3818175,-2.335088983,-3.480931465,-3.349110899,-5.014939531
Nadk2,3.226378099,3.184039408,3.290063008,3.180398724,2.930627626,3.235972076,3.357580523,3.283098397
Skp2,0.768914801,0.685293773,0.822473699,0.447995229,0.072498831,0.068048893,0.200429927,0.237300515
Lmbrd2,2.261445539,2.358977204,2.303663788,2.053719173,2.478036517,2.145147899,1.910403991,2.276012363
Capsl,0.220299766,-0.482960655,0.02463681,0.641400016,-1.082321777,-1.744903206,-0.355405289,-0.158456842
Il7r,6.623674783,6.621659013,7.064357342,7.678116393,7.584802408,7.781645709,7.983699079,8.078925315
Spef2,-0.663764935,-0.686666854,-0.975696308,-0.362816671,-1.226612606,-0.437135459,-0.865220116,-0.977950549
Prlr,-5.444600914,-4.946951263,-4.759198325,-4.667057998,-4.921144904,-3.828474283,-3.468910133,-3.893716754
Dnajc21,4.376321995,4.409792603,4.264415211,4.209039407,4.334168386,4.278486535,4.214485001,4.327703076
Brix1,4.018386974,3.963347995,4.086355596,4.148940675,4.03655198,3.995374924,3.762361456,4.100853689
Rad1,4.105250972,3.964095481,3.880818852,3.861588424,4.019999704,3.758628746,3.798154208,3.834081249
Rai14,-0.479803706,-1.76552255,-2.563067365,-4.210192083,-0.909849146,-1.370597365,-2.20508246,-2.376366855
Amacr,0.098364717,0.161478798,0.161478798,-0.306460334,-0.873011277,-0.351172822,-0.767482102,0.099643708
Tars,5.206439932,5.226133969,5.357594684,5.11201842,4.977314938,5.010840712,5.032479053,5.164928014
Sub1,5.876909716,5.965758475,5.8089519,5.671279994,5.62523613,5.732157351,5.316277003,5.498661094
Zfr,4.708377355,4.632435564,4.697242777,4.867988242,4.827618639,4.56944378,4.914185647,4.687246749
Gm2573,4.57884787,5.010972301,4.138402062,4.296183245,4.485482946,4.383462974,3.89723722,4.184483947
Mtmr12,4.734691404,4.76550143,4.730036913,4.773665683,4.504223502,4.614112202,4.587077455,4.585015663
Golph3,6.009996325,6.092267101,6.069395073,6.049224273,5.972194849,6.097464534,5.962977415,6.094075706
Pdzd2,-2.786760533,-3.894286444,-2.472474774,-2.637039565,-2.085188718,-1.707956652,-2.513433318,-3.256435913
6030458C11Rik,3.461201051,3.320537944,3.226539985,3.298065231,3.259863165,3.147567375,3.372373121,3.162545311
Drosha,3.594994696,3.420304654,3.70445331,3.661907738,3.431589231,3.485089703,3.863163844,3.842792272
Acot10,4.830160593,4.982202049,4.589648191,4.498606074,4.874327498,5.251134974,4.604347451,4.615128258
Gm5803,1.725528049,1.914728532,1.810997564,1.404773309,1.63151854,1.273846443,1.682908691,1.671176442
Basp1,1.337978051,1.114756969,2.069519521,2.697005629,2.245919754,1.96089932,2.633454378,2.89954866
