Symbol,S1.WT.1,S5.WT.2,S2.BlimpKO.1,S6.BlimpKO.2,S3.TbetKO.1,S7.TbetKO.2,S4.DKO.1,S8.DKO.2
Dnaaf5,4.195542029,4.168858077,4.157196283,4.150405435,4.207486273,4.29666717,4.181342622,4.157713653
Sun1,5.201093063,5.15842317,5.353934228,4.890318023,5.402908421,4.957126258,5.371692235,5.058525844
Get4,4.155057724,4.215809667,4.381003545,4.21810273,4.417885016,4.325660226,4.43887194,4.447146421
Adap1,4.741016806,4.762386938,5.164030598,4.741318413,5.039611559,4.856396567,5.145889303,5.363282657
Cox19,4.001358486,4.293725738,4.058373006,3.999395332,3.582377909,3.822838696,3.897159991,4.080589836
3110082I17Rik,1.01722783,1.233129874,1.434710602,1.22080363,1.513897245,1.258958159,1.258958159,1.541927699
Gpr146,3.512440684,3.522236231,3.648689167,3.663709675,3.988129,3.84957379,4.122465846,4.252466475
C130050O18Rik,-1.636822485,-0.445321544,-1.439814806,-1.616481297,-0.775641569,-0.959142337,-0.715777651,-1.056165849
Zfand2a,3.048171952,2.924120811,2.657896438,2.70602074,2.889310388,3.039784013,2.601463357,2.800849249
Micall2,-2.53398051,-2.091804058,-1.697258176,-1.602225591,-1.653659034,-0.979812076,-1.376472755,-0.925903963
Ints1,4.328112849,4.317961076,4.31884535,4.377428218,4.491229247,4.321000613,4.376266386,4.35832881
Mafk,4.487527001,4.445409032,4.509497057,4.645239553,4.577188774,4.419264248,4.496324608,4.403539347
Psmg3,3.995256756,4.214806251,4.014256448,3.924330256,3.832159575,4.078836631,3.816444289,4.078190731
Mad1l1,3.362574904,3.248487543,3.351374468,3.381391883,2.871245463,3.267940597,3.181236422,3.214700309
Ftsj2,2.787559618,2.585280556,2.351503459,2.550261073,2.035615237,2.66507535,2.144576086,2.482884868
Nudt1,3.251020815,3.54461378,3.515911526,3.455442898,3.318292606,3.4271644,3.315435779,3.679227753
Snx8,1.48264765,1.216581685,2.12620208,2.463979238,3.179758291,2.313088221,3.008871813,2.445477603
Eif3b,6.140219396,6.310746214,6.480519386,6.593471048,6.415002894,6.39724775,6.438778867,6.680134431
Chst12,4.842885787,5.0723715,4.979034477,4.863632712,5.093936116,5.223551974,5.011326756,5.368402148
Grifin,0.836191721,-0.111221141,0.199449792,-0.243494345,-1.127873106,-0.406926176,1.031854677,-1.026619474
Lfng,8.721612031,8.569935962,8.140140016,8.08557876,8.390074507,8.607924044,7.846809064,7.867994828
Gm10091,0.683436033,0.307357453,-0.509558695,-0.715097161,-0.529538729,0.310534281,-1.388399904,-1.457292087
Ttyh3,5.356336455,5.320858984,5.016811333,5.254513351,5.182186559,5.603268005,4.506621495,4.774680911
Iqce,3.34952106,3.367512994,3.311516485,3.041889919,3.348601447,3.195243714,3.374743692,3.178806364
Brat1,3.481257768,3.304166873,3.464019538,3.334855865,3.477851488,3.307628317,3.618602226,3.412655549
Amz1,0.13926192,-0.082267523,-0.489782857,0.374724184,0.196770926,-0.126532162,0.661470115,0.258839935
Gna12,3.592175127,3.887460954,4.190181747,3.988207282,3.632422963,3.87290336,4.041395455,4.297518138
Card11,5.928938216,5.806873585,5.851132669,5.91117115,5.567229498,5.625783344,5.731462584,5.604557334
Foxk1,4.77457552,4.845237873,4.767367419,4.851487816,4.842149306,4.829879297,4.890978725,4.780377319
Ap5z1,3.365416403,3.070612745,3.134509289,2.939787935,3.267535061,2.789058412,3.457500729,3.005612191
Papolb,1.55719734,1.628935482,1.267251074,0.949841444,0.836195689,1.581183495,1.028776182,0.72120027
Wipi2,4.291978686,4.157490155,4.323517598,4.211010835,4.356047531,4.235448866,4.509593165,4.277264839
Slc29a4,1.270405702,1.28488382,1.540675938,1.05602696,0.581105488,1.19555975,1.278410381,0.750044779
Tnrc18,4.26785648,4.205358073,4.156147435,4.112811827,4.078182131,4.222337006,3.940429649,3.944654554
Gm3090,-0.522069498,-0.750990536,0.699619282,-0.224568416,-0.478655322,-0.224568416,2.476520306,3.411416142
Fbxl18,2.049967131,1.965169719,1.874580737,2.184630961,1.948372357,1.892211043,2.251295927,1.721744098
Actb,11.18206608,11.12296106,11.18206608,11.12296106,10.95561492,11.05479645,11.05479645,11.05479645
Fscn1,1.351207437,1.092019436,3.150507175,3.43807723,2.906289059,2.35012844,3.96016298,4.330075703
Rnf216,4.099450532,3.847673875,3.792588842,3.707056805,3.778925421,3.993387268,4.037431359,3.91040715
Rbak,2.567467391,2.125266688,2.310514624,2.321045664,2.141278026,2.378037227,2.266903688,2.176626265
Zfp12,3.164424156,2.965329122,3.008910296,3.090485224,3.028407292,3.09505147,3.131180446,3.142750802
Zfp316,0.61511993,0.603602297,0.590760471,0.115915494,0.294200358,0.398341472,0.514110321,0.818797862
E130309D02Rik,4.6410067,4.684980433,4.750444688,4.665191974,4.422132649,4.734287991,4.454074544,4.713860682
Zdhhc4,4.689138928,4.665580888,4.857927356,4.829077685,4.718267663,4.861567283,4.782216515,5.09662818
0610040B10Rik,-0.891687342,-0.640566547,-0.835091356,-1.434198275,0.274465973,0.085737849,-0.322910072,0.945879817
Kdelr2,4.607546395,4.720801736,4.700901214,4.687717361,4.687571769,4.780145153,4.56117585,4.942864865
Daglb,2.590216583,2.468173091,2.101457699,1.953530132,2.029734618,2.427346553,2.341601187,2.328907649
Rac1,7.265740055,7.441196491,7.391554295,7.240875899,7.179128444,7.318417012,7.285000771,7.459417933
Fam220a,3.920627222,3.969090107,3.679904405,3.645497357,3.489771478,3.828456408,3.41082791,3.456928334
Cyth3,1.184623641,1.835819623,2.367714601,2.586289467,2.180135444,2.057673479,2.889700218,2.87794429
Usp42,3.411458045,3.422779062,3.313597241,3.540926913,3.266613715,3.446580818,3.237327418,3.16923402
D130017N08Rik,-0.364094406,-0.620438765,-0.00714637,-0.629559885,-0.541091702,0.08815071,-0.433575548,0.046761743
Eif2ak1,5.176484939,5.340153016,5.393615444,5.265413699,5.184088892,5.320602979,5.28691778,5.233495644
Ankrd61,0.161786489,-0.564062236,-0.013356783,0.451913575,0.377689338,-0.632954418,-0.125169408,-1.679796898
Aimp2,4.062454083,4.447339662,4.206554273,4.125588006,4.042213614,4.388078812,4.152752359,4.289489995
Pms2,3.425587747,3.383275776,3.435217199,3.401629219,3.563439109,3.284136458,3.603401669,3.285712099
Rsph10b,-2.058791102,-1.682289746,-2.058791102,-1.891519054,-2.695973037,-2.31928859,-2.176675339,-3.01465071
Ccz1,5.218537861,5.22916534,5.346691869,5.16741042,5.314284499,5.16284382,5.409973628,5.404883041
Lmtk2,3.619513175,3.515419257,3.425503303,3.610100611,3.561336986,3.524714463,3.315366747,3.365803863
Bhlha15,-1.664667754,-1.313318453,0.140978396,-0.814598478,0.839968728,0.733311506,0.448554308,-0.063710421
Tecpr1,6.15110793,5.929672064,6.066856044,5.783818964,6.423637602,5.954207947,6.11034327,5.881416903
Bri3,4.546532968,4.66414215,4.486314688,4.345745616,4.129944233,4.592073371,4.39942323,4.857677853
Gm15708,-1.612028408,-1.606210585,-1.345713097,-2.119054341,-1.730443942,-0.872329586,-1.242335544,-1.919172065
Trrap,4.578917613,4.432962221,4.439438749,4.474271514,4.470471662,4.298047162,4.582496044,4.332323242
Smurf1,3.502376913,3.57539714,3.726638027,3.63685282,3.086788755,3.358422996,3.255568615,3.12381159
Arpc1a,5.077503577,5.041313356,5.425260603,5.163042761,5.210957457,5.308105272,5.36856472,5.395031425
Arpc1b,7.749261819,7.766014978,7.674844827,7.605199545,7.454728083,7.647665281,7.461692228,7.588637584
Pdap1,5.222464054,5.32179841,5.348038346,5.204292804,5.207967862,5.061134988,5.114510238,5.341490413
Bud31,6.172645144,6.278959821,6.17073409,6.07602504,6.139717711,6.026981467,5.831614239,6.092731322
Ptcd1,3.484420209,3.436819709,3.37578088,3.235410832,3.325135811,3.418022935,3.29477136,3.307521805
Cpsf4,4.704151362,4.630414995,4.817829081,4.486145318,4.750255899,4.543047859,4.720969998,4.592588068
Atp5j2,6.510639641,6.599359424,6.428742477,6.292744066,6.28204375,6.387179746,6.049322765,6.463841574
Zkscan14,3.681909193,3.574907946,3.443425867,3.266354988,3.285554512,3.688612963,3.157844249,3.213021511
Zkscan5,1.829149775,1.824652739,1.713105336,1.767114035,1.679069878,2.076342284,1.920083643,1.953029458
Zfp655,3.426050461,3.281155729,3.330794064,3.407606945,3.314073649,3.250682666,3.292441207,3.105903463
Zscan25,3.90999307,3.824945313,3.573776316,3.695879836,3.933892538,3.864709383,3.714622838,3.779959949
Rnf6,4.837256409,4.761521791,4.760733832,4.640173263,4.87036475,4.725544546,4.622567257,4.582923248
Cdk8,3.901103273,3.720070298,4.009501855,3.690021781,3.877855286,3.467292208,3.933845607,3.922797981
Usp12,4.267695083,4.232001892,4.282239202,4.3271792,4.239835686,4.307938862,4.255122366,4.201144107
Rpl21,5.198863256,5.366386685,5.425942389,5.684188825,5.248814506,5.539132542,5.264554073,5.74817308
Rasl11a,2.413444616,2.75205485,1.17213605,0.566822539,1.963012882,2.174016556,1.011968259,-0.602075752
Gtf3a,5.394941191,5.417471023,5.368636464,5.29013887,5.291200576,5.325986343,5.298403824,5.396842995
Mtif3,3.598092563,3.636952816,3.505281371,3.51662457,3.58891623,3.511292952,3.551148363,3.333580647
Lnx2,4.367105968,4.434322774,4.550679307,4.58529119,4.415137074,4.443274896,4.508781547,4.674762752
Polr1d,5.866151829,5.998113169,5.951079885,5.779445701,5.790164064,5.891094435,5.586547984,5.819882344
Flt3,2.019253701,1.833337836,1.911754065,2.749184665,2.502481321,2.267517685,2.802495189,3.076039394
Pan3,4.896394801,4.726671795,4.89187726,5.013453712,5.027120919,4.919271358,4.968824665,4.787475683
Flt1,-3.175992313,-2.302817215,-2.889309313,-2.60558529,-2.043904864,-2.375649538,-2.70621566,-2.702608802
Pomp,5.852937576,6.026785322,5.968093528,5.971246134,5.574030737,5.964730751,5.714865795,5.882200668
Slc46a3,3.500638735,3.544087702,3.088545757,3.350999143,3.123690997,3.476046481,3.088826656,3.160303999
Mtus2,-0.803508715,-0.565239318,-1.293445412,-2.626594471,-2.110926956,-1.056708317,-2.795698274,-3.44036618
Slc7a1,3.494294023,3.714272567,3.959515543,4.107028151,4.025847548,3.944418527,4.056586342,4.188193552
Ubl3,5.897742162,6.039914801,6.033162226,6.08361134,5.933762849,6.109390066,6.034043538,6.169044298
Katnal1,0.253982006,0.350756202,0.461124849,0.303933838,0.277493929,0.288167377,-0.00847045,0.375441568
Gm15408,-1.096123336,-2.04208472,-0.274784698,0.027938699,0.027938699,-1.562309179,0.005458705,-1.096123336
Hmgb1,4.416393462,4.472722153,4.454636938,4.713160645,4.333380586,4.496727875,4.391449544,4.671107732
Gm8615,2.401826131,2.202972501,1.77684513,1.94512888,1.518544755,1.442324179,1.369663438,1.678423354
Uspl1,3.833926948,3.847581978,3.736785659,3.796411671,3.917027393,3.81115967,3.808215857,3.591835418
Alox5ap,3.552596548,4.238079623,3.657572517,4.568770594,4.555743464,5.269905681,4.735362273,5.273449962
Gm19719,-3.676727743,-2.990616262,-5.606191873,-3.003276679,-2.707854134,-4.230791178,-4.69928051,-6.18103791
Wdr95,5.002761609,5.075029345,3.733882406,3.477822175,2.951882144,3.991300453,1.09856158,0.488143157
Hsph1,5.766690703,5.6412263,4.901625317,5.356061846,5.238749945,5.363218049,4.845270524,4.834145384
Gm20005,-3.574112911,-1.268597769,-2.062229498,-2.550328705,-3.574112911,-2.969140861,-0.359784379,0.407666951
Gm5566,2.607365742,2.547507634,2.690533507,1.821388961,1.73967003,2.292529804,1.593664822,2.669211386
B3glct,2.003354222,2.183862996,1.893188439,1.9029459,1.742555422,1.959571346,1.552862109,1.720774968
Fry,2.262520725,2.37873839,1.980178627,2.330774078,2.566599283,2.393588664,2.378928133,1.97767837
Brca2,0.26755249,0.188516611,0.429452998,0.822475382,0.882089154,0.401463459,0.467576475,0.631495704
N4bp2l1,4.955295922,4.934328212,4.914064458,4.840516885,5.080583031,5.044768065,5.042742533,4.964154306
N4bp2l2,3.474255847,3.282912591,3.191935207,3.246834315,3.323462967,3.261037929,3.428720372,3.214718632
Pds5b,3.923138775,3.766377103,3.780137088,3.936750581,3.747297406,3.625908749,3.966161123,3.762926683
Gm8675,-0.030205448,0.085146294,-0.663516673,-0.944040954,-0.536253313,-0.944040954,-0.875148771,-1.323065635
Rfc3,3.662093314,3.520087513,3.637067246,3.458002721,3.803996145,3.665766533,3.577051355,3.744835426
Gm20559,4.324544482,3.442551948,3.511296343,3.830430617,4.896635668,3.533238001,4.494983416,2.895427552
Samd9l,5.304154056,4.749528866,4.944506277,4.999667326,5.80168117,4.873797341,5.647598343,4.341330153
Hepacam2,-2.296057355,-1.94664543,-1.020708333,-1.518875894,0.735554702,-0.356708718,0.167449933,-0.995181647
Ccdc132,2.022696552,2.000360618,1.987742908,1.895157957,1.97297525,1.838775137,2.018033673,1.877431211
Gng11,-1.337644927,-0.651533446,-1.132284172,-0.353734539,-0.903984536,-1.294230751,-0.533117913,-0.266802601
Bet1,3.755456038,3.708855718,3.510332902,3.534706102,3.794414756,3.524948641,3.665893137,3.510332902
Casd1,3.55841186,3.560411675,3.589669717,3.605638248,3.616495551,3.537484108,3.724562344,3.559148221
Gm9835,8.12188136,8.29488521,8.185466278,7.891060137,7.858785166,7.972692799,7.928438004,8.194951883
Pon3,0.907120657,1.253768262,1.467867353,1.182651471,2.244216758,2.548227666,1.736255734,2.299746698
Pon2,5.365694209,5.40353945,5.50650339,5.391478857,5.45645367,5.469486114,5.329182878,5.41572515
Slc25a13,1.211122679,1.108246653,2.215537131,1.807824881,0.970347318,1.370987356,2.172394447,2.292462011
Shfm1,7.367942005,7.567458292,7.397645178,7.320943395,7.185068689,7.361872694,7.098177477,7.584260535
Sdhaf3,2.164723502,2.398508741,2.604732749,2.082235808,1.218439873,1.421496538,2.251556359,2.720926585
Asns,2.347854109,2.41965391,2.934206609,2.818989693,2.471887246,2.600533728,2.742510841,3.537353604
C1galt1,5.22835224,5.265129374,5.092810194,5.156641085,5.361116167,5.254665014,4.99896639,4.917899254
Mios,3.348125633,3.294308425,3.370126394,3.227448002,3.376440536,3.363964266,3.517683355,3.517316002
Rpa3,3.973276194,3.821271697,3.674838281,3.371478473,3.785710612,3.621355442,3.8647868,3.881766419
Umad1,3.083806926,3.115553762,2.956481804,2.998430364,2.891305626,3.118661281,3.193683408,3.07889845
NA,0.317772469,0.611655398,0.197411144,0.034968327,0.844333469,0.850601534,0.586211896,0.102799295
Glcci1,3.851217275,3.802174244,3.913919203,3.912854926,4.465427529,4.060402977,4.192398204,4.020141326
Ica1,1.548315387,1.769875575,1.297727034,1.160066628,1.429871035,2.359151041,1.646274701,1.874447975
Ndufa4,6.537137734,6.673140417,6.702405199,6.436082982,6.517714442,6.426813074,6.41679182,6.76242325
Phf14,3.25996954,3.226954046,3.258933926,3.135747163,3.092680938,3.223644667,3.097323403,3.165076103
Tmem106b,4.516267974,4.356499208,4.58352362,4.557506992,4.541289602,4.471576199,4.666648883,4.666648883
Tmem168,4.148978889,4.186207853,4.015802263,4.136559394,4.185174502,4.116402257,4.153929719,4.170825285
B630005N14Rik,3.483801477,3.524397124,3.219689214,3.375394535,3.561651269,3.393393271,3.482176914,3.456804382
2610001J05Rik,4.365499115,4.478407322,4.286444462,3.927888174,3.985971407,4.117683882,3.943836644,4.134550223
Mdfic,5.015210339,4.998899337,4.65608779,4.620694467,5.403427721,5.633514931,5.139522798,5.202039172
Tfec,-1.622609576,-1.180433123,-2.981200025,-2.383722414,-0.339505355,-0.477814759,-0.991145132,-0.134400123
Gm15473,-0.766457789,-0.590596648,-0.868426506,-0.599185742,-2.260745963,-3.766764245,-1.032773101,-2.39136355
Tes,6.463397642,6.500111045,6.364184082,6.388136786,5.984488347,6.222760002,6.051767856,6.227473473
Gm4876,-0.744232334,-1.712958234,-2.540618992,-2.448478665,-2.059868266,-2.702565571,-2.448478665,-1.675137421
Cav2,0.493384032,0.229750025,-0.621923343,-1.358106483,-0.098377792,0.296220509,-0.166631678,0.35298198
Met,-2.397591977,-2.277847402,-2.166034776,-1.995758802,-2.035024817,-1.929576698,-1.391133603,-1.269572029
Capza2,6.939303152,7.047823339,6.930572806,6.851334745,6.868824753,6.861207168,6.96401812,7.005956126
Gm20176,4.040395769,3.916294202,3.591142378,3.635243902,3.303009677,3.908046682,3.519237841,3.493397287
St7,2.11443555,2.501330565,2.513343287,2.2092557,2.087281673,2.485071927,2.370209871,2.655928192
Gm20186,1.613801249,1.9277814,2.151620042,1.52506159,1.298588219,1.557039778,2.031587916,1.695726216
Lsm8,5.706915554,5.765045098,5.640501841,5.515951908,5.489027666,5.428330507,5.359508837,5.597698257
Ing3,3.56656494,3.558768371,3.582284981,3.570827331,3.552192607,3.577812593,3.652486817,3.552192607
Fam3c,5.238486789,5.430883529,5.686542399,5.555220484,5.818902281,5.71138993,6.081249417,6.170623552
Ndufa5,5.262957702,5.410464614,5.392591906,5.261338396,4.800054494,5.043838013,4.889093439,5.311862899
Wasl,3.141217858,2.961819343,2.724408085,2.976910506,2.972525173,2.805287335,2.846529231,2.725853762
Pot1a,3.688693549,3.585456663,3.46512176,3.569029174,3.450462407,3.288817653,3.515939166,3.198731136
6530409C15Rik,0.846171218,-0.089005118,-0.125752916,-0.292061783,-0.292061783,-0.699849423,-0.528565028,-0.239714223
Zfp800,3.779270714,3.663027441,3.648313758,3.722383172,3.876639472,3.501055624,3.815393183,3.537192771
Gcc1,3.810321043,3.795755557,3.593911789,3.686179929,3.558667499,3.691759576,3.629762007,3.573308849
Arf5,7.666434667,7.757791229,7.772624929,7.667318295,7.425558151,7.734123596,7.575623383,7.858484832
Snd1,5.808192399,6.002538537,6.143693799,6.134252982,5.872657712,6.045725399,6.150580188,6.319379747
Rbm28,4.274968285,4.053096757,4.004636089,4.011298914,3.945558838,3.932310747,3.945647438,3.865095885
Impdh1,5.922648049,6.026773535,5.84701022,5.854073681,5.54171784,5.81777544,5.42459146,5.495543434
Hilpda,3.314557597,3.343846394,3.187180023,2.630354873,3.135829004,3.130273522,2.899445159,3.056208745
Fam71f2,-1.367797924,-2.382794272,-1.148838485,-1.018385999,-2.866320383,-1.331347479,-2.382794272,-3.319324726
Calu,5.072442383,5.156212848,5.10010428,5.00795846,4.955422627,5.021063776,4.934018003,5.105197359
Ccdc136,-1.603406529,-1.664487699,-3.764593838,-2.862221736,-2.849561319,-2.178147474,-2.464830474,-1.991446963
Atp6v1f,6.216278911,6.404029641,6.42712745,6.22068708,6.12153319,6.328230757,6.039155776,6.567371254
Irf5,4.112455817,4.170219277,4.728746117,4.780284353,5.040896425,4.662535881,5.306919618,5.318745744
Tnpo3,4.896404717,4.82538776,4.93675342,4.979131052,4.910541978,4.793174903,4.933531575,4.846515624
Tspan33,1.55762765,1.653681586,2.354787126,2.181840167,1.9296041,1.896850037,2.104463955,2.292357362
Smo,-2.934357662,-3.81667168,-3.246546109,-3.544336465,-2.618877033,-2.140406959,-6.092060809,-2.230225316
Ahcyl2,4.028463284,3.973544973,3.921665656,3.997966457,3.822113207,3.909950043,3.981394928,3.972363258
Strip2,-2.284710233,-2.480373189,-1.031568267,-0.888909824,-1.620710618,-1.082267523,-1.108924454,-1.244803632
Nrf1,3.686395639,3.776289868,3.571226152,3.658059665,3.526279924,3.609182502,3.357185732,3.348749693
Ube2h,5.689656079,5.751642602,5.65446342,5.80519072,5.443808797,5.592608575,5.50858656,5.670246681
Zc3hc1,3.343859743,3.653952009,3.798681194,3.797783797,3.331502263,3.68587934,3.521765945,3.835640717
Klhdc10,2.369302823,2.368675559,2.544362372,2.271770941,2.298904269,2.464007217,2.301049603,2.489205901
Tmem209,4.043116754,4.192423402,4.229601281,4.111926959,4.115050038,4.353581755,4.065693308,4.150898838
Cpa2,-2.482104273,-1.568402048,-2.556125874,-3.512714413,-1.958648263,-3.075840313,-1.993043716,-1.504679082
Cep41,1.794255634,1.746105103,1.810210209,1.969595463,0.916624139,1.447097557,2.614842453,2.483021483
Mest,1.051491744,0.635600105,-0.288419364,-1.301352193,-1.117851425,0.878974416,-0.018161341,-0.133772747
Copg2,3.993827072,3.959680826,4.000689365,3.897858201,4.09134302,4.029453695,4.241436785,4.265055271
2210408F21Rik,0.668170734,0.069523212,-1.168161532,-0.716247342,-0.491068774,0.069523212,-1.168161532,-0.106337929
Mkln1,4.128440275,4.060094628,3.928124411,4.094314677,3.884043687,3.904473632,3.885207733,3.828131417
Podxl,-1.801056709,-1.771584359,-2.939363287,-5.03275838,-4.43365146,-3.026295224,-4.43365146,-2.939363287
Chchd3,5.723959659,5.926210496,5.963389724,5.889361492,5.445707461,5.794643715,5.677973689,5.998361467
Exoc4,4.167591069,4.359990882,4.333738124,4.312260216,4.021887588,4.22974383,4.409020966,4.39060184
Gm19959,3.737587462,4.187537926,3.917642437,4.202395674,3.561010376,4.066349545,3.943245069,4.188868322
Slc35b4,4.001696503,4.10111772,3.995336851,3.970176613,3.931736487,4.081048468,3.952030937,3.951969347
Akr1b3,3.95399779,4.221620899,3.946347771,3.995626265,3.827275848,3.983992702,3.840116096,4.020411023
Akr1b8,0.715412379,0.384034593,1.047993887,0.307406813,0.755076531,1.3961403,0.464876677,1.242159394
Akr1b10,3.184017608,2.912663568,2.617824396,2.755338704,3.052927665,2.50285217,2.899545981,2.437154536
Bpgm,3.888459344,3.945556427,4.344513086,4.280624173,3.904513185,3.997521752,4.191266187,4.062930554
Agbl3,-1.754702893,-2.804873347,-1.950365849,-1.403353592,-0.936115235,-2.811092476,-2.269296047,-1.729176207
Tmem140,1.235375027,0.908549364,0.2631086,-0.11942113,0.703487593,1.392359308,0.595407639,0.325459785
3110062M04Rik,0.704186298,0.500782781,0.172076449,0.300859017,0.715577429,-0.006719479,0.159880553,-0.213478402
Wdr91,3.745384562,3.282480714,3.70573794,3.790511551,3.771883735,3.556057343,3.880882536,3.776406781
Cnot4,2.661288744,2.724118345,2.523282926,2.591700557,2.499029023,2.698051764,2.451148424,2.588899635
Nup205,3.573235366,3.46534705,3.636390494,3.934421713,3.938773357,3.534551711,3.862358235,3.756829813
1810058I24Rik,5.60059369,5.879524348,5.767167209,5.584674992,5.413529618,5.645833029,5.51266656,5.97143164
Mtpn,6.658495945,6.77833802,6.627699354,6.514529262,6.645799923,6.563105446,6.509312425,6.492702442
Dgki,-3.143683566,-4.834666092,-1.483670579,-5.307728519,-6.331512725,-4.870854419,-0.698640834,-1.429674911
Creb3l2,2.059509377,2.43882205,2.266469936,2.234227918,2.011685585,2.160173122,2.340102334,2.312843089
Trim24,3.976878265,3.80331053,3.972447925,4.098540209,4.193221539,4.117246716,4.273143892,4.093759033
D630045J12Rik,-3.315279766,-3.438443681,-2.848631926,-3.099548224,-4.082688091,-3.410312352,-2.182406348,-2.397379522
Zc3hav1l,0.909637473,0.679884935,0.119822609,0.762496556,0.844093896,0.784071501,-0.04640134,-0.124197934
Zc3hav1,6.574504393,6.540270449,6.568567803,6.52906237,6.688639791,6.72342487,6.499414644,6.368671223
Ubn2,2.984723641,2.563159065,2.440640948,3.009530419,3.020194056,2.597215973,2.766433321,2.28979066
1110001J03Rik,4.251274302,4.53912207,4.350683455,4.120141576,4.297359641,4.174996386,3.521552318,3.820088098
Luc7l2,4.786963351,4.826913568,5.047386238,5.035588696,5.103087963,4.83666829,5.138568115,4.986002458
NA,3.544147459,2.656431893,3.153224306,3.256755298,3.94617163,3.070228071,4.122891537,2.997352948
Hipk2,2.6478463,2.530447165,3.00445715,3.441059763,2.998741185,2.86941462,3.106634745,3.105752872
Tbxas1,-0.578365093,-1.22258718,-0.088153278,0.586462134,0.153977974,0.124478055,0.405017457,0.924384092
Parp12,2.94813786,2.951523254,3.006303587,3.098237849,3.902833204,3.653531991,3.75105137,3.249871569
4930599N23Rik,-0.680253866,-1.410528007,-1.060295965,-0.863347519,-0.396122728,-1.410528007,-0.676647008,-2.105890127
Kdm7a,4.285537292,4.082956538,3.893953762,4.208713559,4.327012094,4.260101081,4.073092646,3.877082688
Slc37a3,3.662843544,3.543323367,3.420799106,3.252643651,3.498437832,3.392381681,3.168873823,3.319710249
Rab19,5.356084297,5.367480061,5.234139033,5.245343121,5.202338043,5.30655431,5.325964117,5.193382615
Mkrn1,5.64056076,5.644053177,5.727039369,5.629885852,5.415232512,5.678517757,5.547623871,5.655088851
Gm19565,2.638075682,2.897023303,2.368055406,1.730317607,2.077144938,2.626901852,1.986283984,1.851468874
Gm10244,0.518097667,0.357595169,-0.522726307,-1.881316756,-1.283839145,-0.191168524,-0.374295233,-0.64736097
NA,-0.268487383,-0.421711746,-0.427529569,-1.188642407,-1.655502431,-1.188642407,-2.305834457,-0.552164232
Adck2,3.456258732,3.421013683,3.395521185,3.376306352,3.442572316,3.371062379,3.347188065,3.31885269
Ndufb2,5.502169294,5.715988172,5.506536614,5.046250939,5.167275581,5.381683693,5.221014008,5.561176003
Braf,2.683829804,2.607841182,2.452396556,2.636819365,2.760158649,2.358983631,2.687695716,2.440957012
Mrps33,2.482411353,2.870466995,2.286707031,2.320780208,2.228450017,1.960360395,2.095682451,2.41638963
Agk,1.722404239,1.566699948,1.652035893,1.554119929,1.300118626,1.474683404,1.430846107,1.323778588
E330009J07Rik,2.674698656,2.659882415,2.12931812,2.266574997,2.194824261,1.961947629,1.756291506,1.573977337
Ssbp1,3.095139798,2.853569778,2.802328576,2.872793838,2.878084171,2.598263776,2.916014031,2.885869711
Clec5a,-2.307953937,-1.326712943,-2.369065838,-1.044620379,-0.037097748,0.29193324,-1.239003286,-0.042066242
Mgam,-5.367621772,-4.276236082,-4.284825176,-2.469093782,-1.413985657,-1.624192538,-3.640450919,-2.749618063
Trbv1,7.142262329,7.583202195,8.178310434,6.413513117,6.031024767,7.354932397,5.905617642,7.314710162
2210010C04Rik,-3.768806433,-3.732618106,-1.890501545,-2.651614383,-3.118474408,-3.768806433,-2.04163558,-2.197645202
Trbv2,4.864424053,4.795476305,4.328892676,4.086318513,4.26594529,4.35369149,4.774124598,4.003727915
Trbv3,6.15779228,7.330851715,7.257632706,6.602157848,6.267908048,5.375405219,6.662074242,6.057575987
Trbv4,6.020797859,5.934241283,6.926244189,6.49780282,5.826620203,5.454022379,7.167930497,5.964633983
Trbv5,5.540376772,5.825320665,6.832116077,5.250399473,5.607124389,4.685421178,5.127427329,5.27320453
Trbv12-1,6.97284325,6.897769811,6.189388612,7.173840108,5.732830516,6.085069541,7.031685694,5.692393338
Trbv13-1,6.526695833,7.736225193,7.338009291,7.368189377,7.10407774,6.452242188,6.624534263,6.174439337
Trbv12-2,6.484073302,6.981116438,7.095553425,6.735348279,6.648718887,6.509929656,7.066541412,7.367061069
Trbv13-2,7.02553787,7.75268091,7.449204887,7.633264574,7.441253829,7.105059735,7.419055621,7.560144919
Trbv13-3,7.775659672,6.806461728,7.055134244,6.255743885,6.554928716,8.465688513,7.939167405,6.433202545
Trbv14,6.763446603,6.786637518,6.867597988,6.918233627,6.839878863,7.544904575,6.818523128,7.025680023
Trbv15,6.223673866,7.496400832,7.135319439,7.737192662,5.937555041,6.117495516,6.548829174,8.48832372
Trbv16,8.953932926,8.330636114,7.246913928,8.42479161,7.710257296,8.638799309,7.740429737,9.479422578
Trbv17,6.942074895,7.404395861,6.086397483,5.838893575,5.950082139,5.878659035,6.606595317,7.657726685
Trbv19,7.05849894,6.4692205,7.611032442,6.769353061,6.198579387,6.888448473,6.733427263,6.629333856
Trbv20,5.607652441,5.800080806,4.302332135,5.073549279,4.477488497,4.828252691,5.633378591,4.686872739
Trbv23,0.584315332,0.963943865,1.963962705,0.74126719,-0.025663471,1.475148189,-1.142855521,0.04590507
Trbv24,1.667204287,1.752716061,1.667204287,-1.579729621,1.475148189,2.085992494,1.198325324,0.894491553
